-10;1
-10;3
-10;10
-10;25
-10;30
-10;40
0;1
0;3
0;10
0;25
0;30
0;40
10;1
10;3
10;10
10;25
10;30
10;40
15;1
15;3
15;10
15;25
15;30
15;40
20;1
20;3
20;10
20;25
20;30
20;40
30;1
30;3
30;10
30;25
30;30
30;40
40;1
40;3
40;10
40;25
40;30
40;40
-20;1
-20;3
-20;10
-20;25
-20;30
-20;40
-30;1
-30;3
-30;10
-30;25
-30;30
-30;40
-40;1
-40;3
-40;10
-40;25
-40;30
-40;40
